sample_id,subject_id,device,label,duration_sec,rms,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_hz,zero_crossing_rate,spectral_flatness
310d03d2df03ffea_R,46,R,1,20.70345,0.0045135593808556815,1176.553360079745,1102.8735411357052,2566.726236476043,0.09788944769126738,0.00032176950480788946
ce9138de60a055e3_R,45,R,1,52.1,0.004935426912041513,1169.1931230766659,1105.5442228962627,2564.7972298956415,0.09092702098680172,0.00027964997570961714
6d0709fc7cf3f8af_R,06,R,1,81.9,0.016467929937809565,850.5577470675249,965.6896927265418,1891.8609619140625,0.05759696960449219,0.00012234518362674862
05ccf816ae596326_R,09,R,1,25.404233,0.008701659623037964,1020.9867833318957,991.815125416853,2142.927424433249,0.08293832159162469,0.00020970437617506832
23cfb3d1b178790c_R,15,R,1,34.303833,0.0005112908776357107,1054.3309876296562,1089.4918834052469,2429.425139925373,0.07445742479011194,0.0005268273525871336
e2c1f0c8745f6932_R,42,R,1,13.402233,0.003362411224742895,1123.9927614593898,950.579303186,2214.368287589499,0.10633693503878282,0.0005001176614314318
b09b6f582e436527_R,50,R,1,17.1,0.0305931409858794,909.7573984074315,916.3879171979697,1894.8452102803737,0.07007155373831776,0.00012801060802303255
99a688b6009f9819_R,20,R,1,18.9,0.0012889696224166005,910.9430892691788,1000.537954271136,2072.9695431472082,0.06261979827622674,0.0003189411654602736
d25dea21d5b15cca_R,47,R,1,12.9,0.0008245779268750882,962.365279079824,1028.2369141233246,2188.215501237624,0.06683047455136139,0.0004485679091885686
80a2de0d37a70ad3_R,40,R,1,20.987467,0.00050666110667382,1063.8375535392597,1086.376432688224,2429.973323170732,0.07798655440167683,0.000547973089851439
34e70bcfaab54583_R,20,R,1,11.4019,0.0007972926031068333,870.211829169491,1015.4605144650983,2060.1365546218485,0.05262769170168067,0.0002997254196088761
65bbf4f2c1e4b720_R,20,R,1,22.8,0.0013708519191886718,886.6457911307142,995.4546692348302,2043.0399719495092,0.05859238034712482,0.0003109383396804333
735e8e74c8404034_R,39,R,1,31.1,0.0006301273534259589,961.5934020762057,1046.962489336272,2231.9235468106995,0.06306262860082304,0.0003721346438396722
06e088c504b131b7_R,28,R,1,17.4029,0.0004755889526808526,1076.1590546242535,1087.8852010527373,2440.171185661765,0.08204291848575368,0.0006970730610191822
ccdc01a2e11598a3_R,13,R,1,35.4,0.0005652174129231318,1038.0151241603282,1091.5217779322866,2411.7759146341464,0.06896189730126467,0.00046113223652355373
5001f8b72639c2a5_R,20,R,1,13.527467,0.0007526077053274972,897.2429537683566,1012.0173772819096,2090.794917257683,0.05896428967198582,0.0003492491669021547
0cc5d3d89a95b1ee_R,40,R,1,24.8,0.0005890635915465664,1044.3592612470409,1076.0343300032605,2383.9400773195875,0.07612153672680412,0.0005339841591194272
582b62a378700a7c_R,39,R,1,20.9,0.0005817630793263602,984.4837393420713,1048.6109375661017,2265.5891628440368,0.06926874283256881,0.00045697332825511694
f722552a9d755d4f_R,01,R,1,21.1,0.007503204585337952,1129.4799487802945,981.7726858762009,2226.171875,0.10640832149621213,0.00029087107395753264
b0f0be229865e215_R,16,R,1,14.502417,0.0007570480085956405,948.2771806259749,1042.7801904130472,2208.1669878854627,0.061256711178414094,0.0003893829125445336
5f196a04008c8bd3_R,15,R,1,16.002667,0.0005000607192072012,1059.9579252330236,1088.9477966816753,2432.8530439121755,0.07669816616766467,0.0005503493011929095
230d24778bd79ce4_R,45,R,1,10.901817,0.018197521242851327,1032.0571146045988,1084.03098187817,2378.390762463343,0.058300208486070385,0.0001957723288796842
2960872d2fbd6a95_R,47,R,1,35.4,0.0009013672661868484,926.5329706137161,1012.6102406651971,2108.789238934056,0.06424625606933153,0.0003886512422468513
e1fbc2a186cfed7a_R,33,R,1,14.3,0.008950437555365131,924.331532058815,1048.558119418209,2214.2058165548096,0.058494345987136466,0.000129398686112836
16d5b31ebd1bebec_R,38,R,1,32.805467,0.0004959046872668123,1062.166341080616,1086.111481968368,2425.7127192982457,0.07982779757553607,0.0005767715047113597
37d2fa6f1c6c648f_R,39,R,1,24.16635,0.0005978395390020877,984.6720845130379,1070.2710668813052,2310.908564814815,0.06341907965443122,0.0004235078813508153
6d3b5002d66cc60f_R,08,R,1,29.2,0.009114169950221282,891.6514103667946,969.8716461356012,1976.5453860898137,0.06317546464266155,0.0001383104536216706
48f947f4d493e5e0_R,30,R,1,33.205367,0.004980175780544727,1099.3173446533776,914.4741442809363,2089.15883911368,0.10794261425216763,0.0003497528668958694
bcf7d522e5bee5c4_R,50,R,1,41.806967,0.020268837760668654,863.6439247634347,940.3970569822728,1873.6251912777352,0.05943021650248661,0.00012447098561096936
68000e64c8666014_R,30,R,1,22.303717,0.004064456876753832,996.211401790357,956.4216302728215,2060.0452833572454,0.08374548847740315,0.0003813297371380031
74e185beba03095d_R,36,R,1,16.8028,0.0006809589187120607,918.0101401088378,1023.0350216195375,2145.3184410646386,0.06350719611454372,0.0003437211853452027
5f22751f9fc84e97_R,27,R,1,15.6,0.01346051425011307,1113.7213900035906,938.3492341608992,2163.0058913934427,0.10926693775614754,0.0002512118371669203
506484194c6a8612_R,09,R,1,29.6,0.008565029388364913,1102.0685100582916,984.046821405577,2173.5792386609073,0.10066503273488121,0.00022940972121432424
0a02383b1b35d461_R,20,R,1,15.6,0.0017158352643347515,890.3232815433857,961.7602923729258,1962.826588114754,0.0647703076972336,0.00026531179901212454
f257998036d01bfe_R,20,R,1,16.3,0.0021190012754236333,852.2967524861718,935.364628633902,1838.9705882352941,0.06021082261029412,0.00022936606546863914
5e1ed00e2a808ea0_R,47,R,1,20.2,0.0009432223875079969,930.5416682401116,991.6317162483994,2063.85977056962,0.0685084862045095,0.00038964903797023
1cffbe88b75edc25_R,49,R,1,18.0,0.007278267762871763,985.0173687622175,1075.4076983664909,2316.66296625222,0.06163531721802842,0.00015005278692115098
0a0a330f6ce4b4b3_R,39,R,1,13.8,0.0005898407684468993,977.8490480226957,1052.379336364881,2269.097222222222,0.06721327039930555,0.00042376667261123657
4af68d7d8b7b4746_R,45,R,1,22.903817,0.009264789008553972,1073.1929065439815,1089.072868359168,2431.0732367318437,0.06815069614175978,0.00019665526633616537
4f0eda210834b17b_R,43,R,1,39.506583,0.016260497607098884,981.8705758645716,1074.2454065433278,2315.4288967611337,0.05991507464574899,0.00013687575119547546
0dd0afc0815326f0_R,15,R,1,24.004,0.0009465470575014993,959.071735844855,1046.4017218941246,2231.503828229028,0.060190579227696404,0.00035106684663333
b51bdbabac57b81a_R,08,R,1,26.204367,0.016293181137100904,850.0012190120801,941.4943830914023,1853.546626984127,0.05991550766941392,0.00013439430040307343
69e6c0cf69a9c497_R,21,R,1,28.8,0.007215258181141185,1078.4435721384923,966.3732284467469,2146.9981270810213,0.09736360640954494,0.0002622156171128154
55044d005476c2d9_R,43,R,1,23.2,0.007604663040174751,976.9005800036309,1073.8062609205124,2312.833591597796,0.057335383307506885,0.00013821132597513497
9cae15b7648abaef_R,37,R,1,20.4,0.0006366147318522851,1081.3374615175887,1014.1254010983257,2274.306916144201,0.08986364860893417,0.0005962331197224557
ca074ffd232de234_R,09,R,1,18.5,0.007092463715683277,1018.2955134145183,1004.6245073500581,2175.936420552677,0.08047532788212436,0.000213969629839994
f45e79d1d1964e6f_R,20,R,1,17.6,0.0014160315637970484,930.6493005802907,956.3967236556339,1957.4069872958257,0.0710152350839383,0.00027031448553316295
c9ec1b6a6951b7fd_S,18,S,1,15.4,0.013131017858384001,501.44249220997193,757.5459421223085,1042.774247925311,0.023114342907157675,2.7168131055077538e-05
9b0ebfc9eac6b586_S,28,S,1,15.1,0.005949965238015257,321.37214237754273,557.6554001750189,481.85911016949154,0.016005693855932205,1.0430278052808717e-05
501c5ce0e493183c_S,27,S,1,13.4,0.04426885891608078,662.8686959640635,817.7818220013729,1311.8846957040573,0.03587177431384248,7.991347956703976e-05
8cc35280ede86d68_S,26,S,1,34.8,0.026767987696607463,560.1980688088042,772.6344060473315,1141.5153952205883,0.02404964671415441,1.8469156202627346e-05
d7a52a36b0482056_S,09,S,1,19.8,0.01846962013150822,434.52058958230833,758.8143816388232,867.4020597738288,0.016337306896203555,1.433620673196856e-05
69a930621295f0c2_S,13,S,1,12.7,0.0036079908319453227,268.2405883862377,524.015845353487,292.860516372796,0.015554894127833754,1.2655366845137905e-05
c2a6e8ee1d078447_S,33,S,1,13.7,0.019363280098459112,304.29072461690157,596.4110652035489,423.67788461538464,0.013808457167832168,6.89289981892216e-06
67dfb903f42d5971_S,30,S,1,21.4,0.06708937644832842,498.4765324418148,715.2440226266027,1016.8161434977578,0.025965760463378177,1.790526948752813e-05
af8e52b685560412_S,38,S,1,24.4,0.017897871612023136,341.5232666198755,659.8527002979437,545.6258191349934,0.013218790956749672,9.516123100183904e-06
7c90540db3e204ca_S,50,S,1,18.5,0.03282820040176563,355.8837228344578,631.3481109201603,599.2147020725389,0.013903787510794473,3.032675158465281e-05
d16de822d568eb6d_S,37,S,1,21.6,0.012443389218791427,550.9276247847466,805.723422671273,1284.8095414201184,0.025591427052514795,2.3607743059983477e-05
6a49dbf33714562a_S,33,S,1,17.6,0.01882958630156528,507.9272629007682,820.1668001588657,1050.915948275862,0.02318228221415608,2.1841655325260945e-05
bb459434f95b7493_S,20,S,1,18.4,0.009900423185841918,387.70662431025335,570.3414770677653,634.8198784722222,0.024376763237847224,1.3219718312029727e-05
61eb5b7b00260a7d_S,33,S,1,37.9,0.019345977984100825,310.28963004471615,613.5492989300249,428.03270042194094,0.013555676424050632,1.1500370419526007e-05
e682d0becfb558a0_S,36,S,1,58.2,0.008603123423732775,280.33302085883355,435.80344482137923,423.116238317757,0.018599784393897745,3.5061325434071478e-06
afd4c798a0d3ac94_S,14,S,1,39.0,0.013186404522099085,343.3670830367236,663.7848909807082,510.3504409351928,0.014611986643765382,7.0399619289673865e-06
17475ab816e5b869_S,48,S,1,14.8,0.012973264210784069,247.41460425309947,433.3731621959962,334.1657667386609,0.01660472630939525,3.52000497514382e-05
ccd19a080f3eff7e_S,10,S,1,36.7,0.02020100442400381,387.980262984202,658.4937499371239,647.8926002615518,0.017968494578247604,1.0970564289891627e-05
f58fa4e1fec2afe2_S,36,S,1,36.5,0.008450771762588532,267.9851791883224,433.4869493128146,398.9784180543383,0.01784216490468887,6.495944944617804e-06
1562777ba70f2aa1_S,33,S,1,21.1,0.021661713171898113,302.7333034642439,598.5477082997281,427.0714962121212,0.012892104640151515,5.402880560723133e-06
b2c782feea7ee907_S,20,S,1,13.1,0.008758746118240037,257.9146026692402,412.398688695973,388.4336890243902,0.018465367759146343,4.578110747388564e-06
aa149d0c3a1c26ca_S,48,S,1,20.3,0.013530794869669833,265.0067613379104,447.8754517180533,359.2273622047244,0.01915523499015748,4.301999069866724e-06
4922ff37c6252b85_S,38,S,1,20.1,0.019336159177455455,307.315471241645,626.2337609533905,414.63384340222575,0.010582273449920509,4.009470558230532e-06
6dad196f7869e9df_S,26,S,1,18.1,0.04803980963130334,663.9893310630982,857.7981711156485,1388.195671378092,0.02901650149072438,2.6178464395343326e-05
b07951c0e741fae0_S,21,S,1,18.6,0.013871266234527873,451.8350376692919,729.5396907587698,988.4826030927835,0.01933241382087629,1.3198196938901674e-05
a218e5b75f5f4004_S,28,S,1,20.7,0.006956518050363041,531.4117451342278,665.7479787191465,1007.4381761978361,0.03653656902047914,2.853523983503692e-05
618653378da48e58_S,30,S,1,27.4,0.06297803530690871,571.0341642021863,777.4677101033637,1163.5519982497083,0.03018911355017503,2.374235373281408e-05
9cb5abbb019695e0_S,45,S,1,26.4,0.0020616981258959276,325.2956468068511,647.6176509829136,369.3818099273608,0.015799386160714284,1.6122759916470386e-05
e484373f4084b1f3_S,19,S,1,33.1,0.014740693247533132,538.0607207971807,811.87098384911,1222.1014492753623,0.022321765549516908,2.5369943614350632e-05
